id_proceso,entidad,tipo_procedimiento,objeto,descripcion,estado,fecha_convocatoria,fecha_adjudicacion,dias_convocatoria_adjudicacion,n_postores,monto_referencial,monto_adjudicado,proveedor_adjudicado,fuente
PROC-2023-01373,SEDAPAL,Contratación Directa,Bien,Bien para SEDAPAL — paquete 23,Nulo,2021-02-09,,,2,1076689.45,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01374,Municipalidad Provincial de Arequipa,Subasta Inversa Electrónica,Bien,Bien para Arequipa — paquete 24,Adjudicado,2024-10-03,2024-12-05,63,2,214800.54,191917.26,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01375,SEDAPAL,Adjudicación Simplificada,Bien,Bien para SEDAPAL — paquete 25,Adjudicado,2018-08-20,2018-09-26,37,4,220078.75,206828.94,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01376,SEDAPAL,Subasta Inversa Electrónica,Bien,Bien para SEDAPAL — paquete 26,En convocatoria,2019-07-13,,,2,256711.48,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01377,Gobierno Regional de Lima,Adjudicación Simplificada,Bien,Bien para Lima — paquete 27,Adjudicado,2021-05-07,2021-06-17,41,2,540859.79,470487.85,Proveedor L34,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01378,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Obra,Obra para Arequipa — paquete 28,En convocatoria,2019-10-24,,,4,318947.16,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01379,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 29,Nulo,2018-08-19,,,1,378148.74,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01380,Gobierno Regional de Lima,Adjudicación Simplificada,Servicio,Servicio para Lima — paquete 30,Adjudicado,2022-06-22,2022-08-15,54,3,128343.3,110645.48,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01381,Ministerio del Interior,Licitación Pública,Consultoría de Obra,Consultoría de Obra para Interior — paquete 31,Adjudicado,2018-07-13,2018-08-19,37,3,3978197.65,3902828.82,Proveedor I26,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01382,Ministerio de Salud,Subasta Inversa Electrónica,Bien,Bien para Salud — paquete 32,En convocatoria,2023-09-20,,,5,119843.54,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01383,Gobierno Regional de Cusco,Adjudicación Simplificada,Servicio,Servicio para Cusco — paquete 33,En convocatoria,2018-11-01,,,2,417364.41,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01384,Ministerio del Interior,Adjudicación Simplificada,Servicio,Servicio para Interior — paquete 34,Adjudicado,2021-07-09,2021-09-03,56,3,419383.16,377459.8,Proveedor S54,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01385,SEDAPAL,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para SEDAPAL — paquete 35,Adjudicado,2021-02-12,2021-02-19,7,2,223851.37,198108.1,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01386,Ministerio del Interior,Contratación Directa,Bien,Bien para Interior — paquete 36,Adjudicado,2023-12-31,2024-02-09,40,2,665137.37,573171.18,Proveedor P47,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01387,PRONIED,Concurso Público,Bien,Bien para PRONIED — paquete 37,Desierto,2024-02-07,,,1,1405411.53,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01388,Ministerio de Educación,Adjudicación Simplificada,Bien,Bien para Educación — paquete 38,Adjudicado,2021-10-13,2021-11-29,47,2,293415.95,258012.61,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01389,PRONIED,Licitación Pública,Servicio,Servicio para PRONIED — paquete 39,Desierto,2020-04-03,,,3,1239172.33,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01390,Gobierno Regional de Cusco,Subasta Inversa Electrónica,Bien,Bien para Cusco — paquete 40,Adjudicado,2024-11-16,2024-11-29,13,2,332425.45,300763.83,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01391,Ministerio de Educación,Subasta Inversa Electrónica,Bien,Bien para Educación — paquete 41,Adjudicado,2023-12-07,2024-01-19,43,5,125898.59,112427.04,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01392,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 42,Adjudicado,2020-01-25,2020-02-23,29,2,423505.75,415268.36,Proveedor E12,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01393,Ministerio de Educación,Concurso Público,Obra,Obra para Educación — paquete 43,Adjudicado,2019-11-13,2020-01-02,50,2,1811863.81,1582650.05,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01394,Ministerio de Salud,Selección de Consultores Individuales,Servicio,Servicio para Salud — paquete 44,Adjudicado,2025-01-09,2025-03-07,57,4,88002.53,87952.01,Proveedor N40,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01395,Ministerio de Salud,Licitación Pública,Bien,Bien para Salud — paquete 45,En convocatoria,2020-04-18,,,5,1595234.49,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01396,Ministerio de Educación,Contratación Directa,Servicio,Servicio para Educación — paquete 46,En convocatoria,2019-02-27,,,1,635126.1,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01397,EsSalud,Adjudicación Simplificada,Bien,Bien para EsSalud — paquete 47,Adjudicado,2021-10-08,2021-12-09,62,4,245352.86,221962.82,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01398,SEDAPAL,Adjudicación Simplificada,Servicio,Servicio para SEDAPAL — paquete 48,Nulo,2022-06-28,,,3,155855.65,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01399,SEDAPAL,Adjudicación Simplificada,Bien,Bien para SEDAPAL — paquete 49,Adjudicado,2018-08-07,2018-09-21,45,3,122439.86,120897.16,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01400,Ministerio del Interior,Licitación Pública,Servicio,Servicio para Interior — paquete 0,En convocatoria,2025-06-14,,,3,2655789.89,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01401,Ministerio de Educación,Adjudicación Simplificada,Obra,Obra para Educación — paquete 1,Adjudicado,2021-08-03,2021-08-30,27,3,571526.66,516798.15,Proveedor E12,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01402,Ministerio de Salud,Adjudicación Simplificada,Servicio,Servicio para Salud — paquete 2,Adjudicado,2023-01-31,2023-03-14,42,3,316580.74,280662.72,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01403,Gobierno Regional de Cusco,Adjudicación Simplificada,Bien,Bien para Cusco — paquete 3,Adjudicado,2022-09-01,2022-09-23,22,5,336175.58,284236.11,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01404,Ministerio de Educación,Concurso Público,Servicio,Servicio para Educación — paquete 4,Desierto,2025-05-11,,,3,2460548.13,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01405,Municipalidad Provincial de Arequipa,Contratación Directa,Servicio,Servicio para Arequipa — paquete 5,Desierto,2024-08-04,,,4,483283.09,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01406,Ministerio del Interior,Adjudicación Simplificada,Bien,Bien para Interior — paquete 6,Adjudicado,2021-02-22,2021-03-29,35,5,153142.43,142330.53,Proveedor O42,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01407,Ministerio del Interior,Selección de Consultores Individuales,Servicio,Servicio para Interior — paquete 7,Adjudicado,2018-06-13,2018-07-27,44,3,112284.31,101269.85,Proveedor N40,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01408,PRONIED,Subasta Inversa Electrónica,Servicio,Servicio para PRONIED — paquete 8,Adjudicado,2023-01-16,2023-02-27,42,3,87001.66,72316.29,Proveedor K32,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01409,Ministerio de Educación,Adjudicación Simplificada,Bien,Bien para Educación — paquete 9,Nulo,2024-05-24,,,4,169618.33,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01410,SEDAPAL,Licitación Pública,Bien,Bien para SEDAPAL — paquete 10,Cancelado,2024-10-21,,,1,1119128.08,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01411,Gobierno Regional de Lima,Adjudicación Simplificada,Obra,Obra para Lima — paquete 11,Adjudicado,2022-07-22,2022-08-23,32,1,526965.39,484159.8,Proveedor I25,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01412,Municipalidad Provincial de Arequipa,Subasta Inversa Electrónica,Bien,Bien para Arequipa — paquete 12,Adjudicado,2022-05-03,2022-05-23,20,2,146118.69,120234.91,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01413,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 13,Desierto,2022-08-16,,,3,303326.55,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01414,EsSalud,Licitación Pública,Servicio,Servicio para EsSalud — paquete 14,Adjudicado,2019-03-10,2019-04-21,42,2,3814875.96,3746219.74,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01415,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Bien,Bien para Arequipa — paquete 15,Adjudicado,2018-05-30,2018-06-06,7,4,164546.96,164118.06,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01416,EsSalud,Contratación Directa,Servicio,Servicio para EsSalud — paquete 16,Desierto,2021-09-15,,,4,1104213.79,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01417,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Servicio,Servicio para Arequipa — paquete 17,Adjudicado,2025-01-13,2025-03-20,66,3,204531.7,175596.46,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01418,Gobierno Regional de Cusco,Licitación Pública,Servicio,Servicio para Cusco — paquete 18,Desierto,2020-05-14,,,4,4803189.09,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01419,Ministerio de Educación,Contratación Directa,Obra,Obra para Educación — paquete 19,Nulo,2020-03-20,,,3,923425.52,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01420,EsSalud,Subasta Inversa Electrónica,Bien,Bien para EsSalud — paquete 20,Cancelado,2025-12-15,,,7,179007.9,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01421,Ministerio de Salud,Comparación de Precios,Bien,Bien para Salud — paquete 21,Desierto,2022-05-15,,,0,93485.38,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01422,Municipalidad de Trujillo,Adjudicación Simplificada,Servicio,Servicio para Trujillo — paquete 22,Adjudicado,2018-09-25,2018-11-10,46,6,497455.29,476401.6,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01423,Municipalidad de Trujillo,Licitación Pública,Bien,Bien para Trujillo — paquete 23,Cancelado,2022-04-22,,,5,1795739.52,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01424,Ministerio de Educación,Selección de Consultores Individuales,Bien,Bien para Educación — paquete 24,Adjudicado,2018-04-11,2018-05-25,44,3,151022.29,143698.85,Proveedor R51,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01425,Municipalidad Provincial de Arequipa,Contratación Directa,Bien,Bien para Arequipa — paquete 25,Adjudicado,2025-04-11,2025-05-22,41,4,739442.77,660673.64,Proveedor K32,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01426,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 26,Desierto,2024-04-26,,,3,435030.01,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01427,EsSalud,Licitación Pública,Bien,Bien para EsSalud — paquete 27,Adjudicado,2022-10-23,2022-10-30,7,4,4848067.98,4321075.2,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01428,Gobierno Regional de Cusco,Subasta Inversa Electrónica,Servicio,Servicio para Cusco — paquete 28,Nulo,2025-11-03,,,3,326000.69,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01429,Ministerio de Salud,Contratación Directa,Bien,Bien para Salud — paquete 29,Adjudicado,2025-12-04,2026-02-01,59,3,532232.86,451223.86,Proveedor S54,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01430,Gobierno Regional de Cusco,Subasta Inversa Electrónica,Bien,Bien para Cusco — paquete 30,Adjudicado,2020-12-22,2021-01-30,39,5,332051.79,328660.57,Proveedor L34,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01431,SEDAPAL,Contratación Directa,Bien,Bien para SEDAPAL — paquete 31,Adjudicado,2019-11-09,2019-12-10,31,5,812064.38,683176.8,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01432,Ministerio del Interior,Licitación Pública,Bien,Bien para Interior — paquete 32,Adjudicado,2020-03-14,2020-03-25,11,3,5014014.19,4740320.26,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01433,EsSalud,Selección de Consultores Individuales,Obra,Obra para EsSalud — paquete 33,Adjudicado,2023-04-18,2023-05-23,35,3,39871.77,35144.61,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01434,SEDAPAL,Comparación de Precios,Obra,Obra para SEDAPAL — paquete 34,Adjudicado,2019-12-22,2020-02-02,42,6,171289.77,167819.25,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01435,Gobierno Regional de Lima,Selección de Consultores Individuales,Consultoría de Obra,Consultoría de Obra para Lima — paquete 35,Adjudicado,2022-08-12,2022-09-28,47,2,117792.53,97734.71,Proveedor S55,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01436,Ministerio del Interior,Licitación Pública,Bien,Bien para Interior — paquete 36,Desierto,2021-12-26,,,2,4363387.41,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01437,Ministerio de Educación,Subasta Inversa Electrónica,Bien,Bien para Educación — paquete 37,Desierto,2022-02-08,,,1,294636.22,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01438,PRONIED,Comparación de Precios,Bien,Bien para PRONIED — paquete 38,Adjudicado,2024-04-09,2024-06-07,59,3,90779.65,83125.48,Proveedor F16,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01439,Municipalidad de Trujillo,Adjudicación Simplificada,Servicio,Servicio para Trujillo — paquete 39,Adjudicado,2023-01-07,2023-02-09,33,2,271326.63,237636.08,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01440,Ministerio de Educación,Concurso Público,Servicio,Servicio para Educación — paquete 40,Adjudicado,2022-05-09,2022-06-16,38,2,2790649.3,2396961.55,Proveedor H22,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01441,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Obra,Obra para Arequipa — paquete 41,Desierto,2022-05-27,,,1,415801.56,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01442,Ministerio de Salud,Contratación Directa,Consultoría de Obra,Consultoría de Obra para Salud — paquete 42,Desierto,2021-02-18,,,2,1111639.37,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01443,Gobierno Regional de Cusco,Adjudicación Simplificada,Servicio,Servicio para Cusco — paquete 43,Adjudicado,2020-09-10,2020-10-31,51,2,394038.05,350072.8,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01444,Municipalidad de Trujillo,Contratación Directa,Obra,Obra para Trujillo — paquete 44,Adjudicado,2024-08-11,2024-09-21,41,4,542813.7,466193.91,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01445,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 45,Adjudicado,2023-02-17,2023-04-11,53,2,186725.86,175329.24,Proveedor G18,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01446,Gobierno Regional de Lima,Adjudicación Simplificada,Servicio,Servicio para Lima — paquete 46,Adjudicado,2020-12-07,2020-12-16,9,2,601172.08,542358.65,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01447,PRONIED,Concurso Público,Bien,Bien para PRONIED — paquete 47,Adjudicado,2018-09-01,2018-10-05,34,2,941488.61,893465.19,Proveedor F16,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01448,Ministerio de Salud,Adjudicación Simplificada,Bien,Bien para Salud — paquete 48,En convocatoria,2024-06-17,,,2,486377.91,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01449,SEDAPAL,Adjudicación Simplificada,Bien,Bien para SEDAPAL — paquete 49,Adjudicado,2021-10-30,2021-12-14,45,2,221127.1,206234.98,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01450,Ministerio de Salud,Adjudicación Simplificada,Bien,Bien para Salud — paquete 0,Adjudicado,2024-04-12,2024-05-16,34,4,257252.42,211819.05,Proveedor L34,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01451,Municipalidad de Trujillo,Licitación Pública,Servicio,Servicio para Trujillo — paquete 1,Adjudicado,2021-08-15,2021-09-20,36,3,5349984.84,5004271.19,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01452,EsSalud,Subasta Inversa Electrónica,Bien,Bien para EsSalud — paquete 2,Nulo,2023-03-27,,,4,329193.85,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01453,EsSalud,Adjudicación Simplificada,Servicio,Servicio para EsSalud — paquete 3,Nulo,2019-09-15,,,4,320343.55,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01454,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Bien,Bien para Arequipa — paquete 4,Adjudicado,2019-06-13,2019-08-11,59,2,301726.1,277842.41,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01455,Gobierno Regional de Lima,Licitación Pública,Bien,Bien para Lima — paquete 5,Adjudicado,2022-07-17,2022-08-12,26,7,2710398.81,2313484.49,Proveedor S56,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01456,PRONIED,Subasta Inversa Electrónica,Obra,Obra para PRONIED — paquete 6,En convocatoria,2023-12-28,,,1,116020.33,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01457,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Bien,Bien para Arequipa — paquete 7,Desierto,2023-05-11,,,2,164689.02,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01458,PRONIED,Adjudicación Simplificada,Servicio,Servicio para PRONIED — paquete 8,Adjudicado,2023-07-26,2023-09-25,61,3,277724.45,270956.98,Proveedor D9,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01459,PRONIED,Selección de Consultores Individuales,Bien,Bien para PRONIED — paquete 9,Adjudicado,2019-01-01,2019-03-17,75,3,96502.92,86148.26,Proveedor S54,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01460,Municipalidad de Trujillo,Selección de Consultores Individuales,Servicio,Servicio para Trujillo — paquete 10,Adjudicado,2024-01-17,2024-02-14,28,3,118289.66,117783.03,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01461,Ministerio de Salud,Comparación de Precios,Obra,Obra para Salud — paquete 11,Adjudicado,2020-05-17,2020-07-05,49,2,136519.77,120969.08,Proveedor L33,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01462,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Bien,Bien para Arequipa — paquete 12,Adjudicado,2022-06-17,2022-07-27,40,7,151890.93,126721.51,Proveedor K32,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01463,Ministerio de Salud,Contratación Directa,Servicio,Servicio para Salud — paquete 13,Adjudicado,2018-07-01,2018-08-04,34,4,775403.78,712868.14,Proveedor L33,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01464,EsSalud,Selección de Consultores Individuales,Bien,Bien para EsSalud — paquete 14,En convocatoria,2019-01-31,,,2,146643.49,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01465,SEDAPAL,Contratación Directa,Bien,Bien para SEDAPAL — paquete 15,Adjudicado,2022-10-10,2022-11-05,26,4,767999.62,763873.93,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01466,Gobierno Regional de Lima,Comparación de Precios,Obra,Obra para Lima — paquete 16,Desierto,2025-09-07,,,3,55587.7,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01467,Ministerio de Salud,Adjudicación Simplificada,Bien,Bien para Salud — paquete 17,Adjudicado,2018-08-27,2018-09-14,18,5,172313.48,141579.46,Proveedor R52,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01468,Ministerio de Salud,Contratación Directa,Bien,Bien para Salud — paquete 18,Adjudicado,2019-07-05,2019-09-21,78,3,264601.86,230972.06,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01469,EsSalud,Adjudicación Simplificada,Servicio,Servicio para EsSalud — paquete 19,Adjudicado,2019-11-01,2019-11-14,13,2,318909.72,272163.46,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01470,Gobierno Regional de Lima,Adjudicación Simplificada,Bien,Bien para Lima — paquete 20,Adjudicado,2023-08-28,2023-09-21,24,1,385275.66,367459.12,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01471,EsSalud,Subasta Inversa Electrónica,Bien,Bien para EsSalud — paquete 21,Desierto,2021-07-31,,,1,298252.84,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01472,Municipalidad de Trujillo,Subasta Inversa Electrónica,Bien,Bien para Trujillo — paquete 22,Nulo,2024-05-13,,,4,312099.06,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01473,Gobierno Regional de Lima,Licitación Pública,Servicio,Servicio para Lima — paquete 23,Desierto,2021-08-12,,,1,3330680.71,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01474,Municipalidad Provincial de Arequipa,Subasta Inversa Electrónica,Bien,Bien para Arequipa — paquete 24,Adjudicado,2025-04-13,2025-04-26,13,2,237979.2,210017.14,Proveedor M37,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01475,EsSalud,Licitación Pública,Servicio,Servicio para EsSalud — paquete 25,Desierto,2018-04-07,,,2,1541812.26,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01476,EsSalud,Adjudicación Simplificada,Servicio,Servicio para EsSalud — paquete 26,Cancelado,2022-07-21,,,5,175577.57,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01477,Ministerio de Educación,Adjudicación Simplificada,Servicio,Servicio para Educación — paquete 27,Adjudicado,2025-07-29,2025-08-12,14,4,237195.86,231759.17,Proveedor G18,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01478,PRONIED,Adjudicación Simplificada,Bien,Bien para PRONIED — paquete 28,Adjudicado,2023-12-19,2024-02-11,54,4,172966.86,155607.55,Proveedor J27,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01479,EsSalud,Subasta Inversa Electrónica,Consultoría de Obra,Consultoría de Obra para EsSalud — paquete 29,Adjudicado,2019-11-03,2019-12-12,39,3,367332.28,334453.74,Proveedor B3,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01480,PRONIED,Contratación Directa,Servicio,Servicio para PRONIED — paquete 30,Adjudicado,2019-05-27,2019-06-29,33,5,410790.96,345422.81,Proveedor O44,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01481,Gobierno Regional de Lima,Comparación de Precios,Bien,Bien para Lima — paquete 31,Adjudicado,2022-11-17,2022-12-26,39,3,67267.12,62420.54,Proveedor G20,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01482,Municipalidad Provincial de Arequipa,Comparación de Precios,Servicio,Servicio para Arequipa — paquete 32,Adjudicado,2018-10-21,2018-12-08,48,3,102473.98,95101.27,Proveedor G19,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01483,Municipalidad Provincial de Arequipa,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Arequipa — paquete 33,Adjudicado,2019-10-11,2019-11-30,50,6,395881.5,380414.27,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01484,Ministerio de Salud,Adjudicación Simplificada,Bien,Bien para Salud — paquete 34,Desierto,2022-03-26,,,5,518192.05,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01485,Ministerio del Interior,Adjudicación Simplificada,Servicio,Servicio para Interior — paquete 35,Adjudicado,2022-10-06,2022-11-07,32,2,590755.67,547539.07,Proveedor R52,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01486,Ministerio del Interior,Adjudicación Simplificada,Servicio,Servicio para Interior — paquete 36,Desierto,2025-02-14,,,3,341194.83,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01487,SEDAPAL,Selección de Consultores Individuales,Servicio,Servicio para SEDAPAL — paquete 37,En convocatoria,2020-10-27,,,3,143570.86,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01488,EsSalud,Concurso Público,Bien,Bien para EsSalud — paquete 38,Adjudicado,2019-11-26,2020-01-02,37,3,1120050.48,930065.94,Proveedor A1,MUESTRA SINTÉTICA (no es dato real)
PROC-2019-01489,Ministerio del Interior,Contratación Directa,Consultoría de Obra,Consultoría de Obra para Interior — paquete 39,Adjudicado,2020-07-19,2020-08-17,29,6,803793.61,751752.3,Proveedor I24,MUESTRA SINTÉTICA (no es dato real)
PROC-2020-01490,Ministerio de Salud,Adjudicación Simplificada,Consultoría de Obra,Consultoría de Obra para Salud — paquete 40,Adjudicado,2022-08-25,2022-10-16,52,1,135284.82,125425.43,Proveedor A2,MUESTRA SINTÉTICA (no es dato real)
PROC-2021-01491,PRONIED,Licitación Pública,Servicio,Servicio para PRONIED — paquete 41,Adjudicado,2021-10-17,2021-12-10,54,5,3224738.52,2780917.0,Proveedor K30,MUESTRA SINTÉTICA (no es dato real)
PROC-2022-01492,EsSalud,Licitación Pública,Consultoría de Obra,Consultoría de Obra para EsSalud — paquete 42,Adjudicado,2018-04-06,2018-05-25,49,4,4349908.73,4020915.52,Proveedor A0,MUESTRA SINTÉTICA (no es dato real)
PROC-2023-01493,Ministerio de Salud,Subasta Inversa Electrónica,Consultoría de Obra,Consultoría de Obra para Salud — paquete 43,Adjudicado,2022-09-09,2022-10-18,39,3,103437.28,101668.71,Proveedor F17,MUESTRA SINTÉTICA (no es dato real)
PROC-2024-01494,Gobierno Regional de Cusco,Licitación Pública,Obra,Obra para Cusco — paquete 44,Cancelado,2024-02-08,,,4,3532684.1,0.0,,MUESTRA SINTÉTICA (no es dato real)
PROC-2025-01495,Gobierno Regional de Lima,Comparación de Precios,Bien,Bien para Lima — paquete 45,Adjudicado,2022-10-13,2022-11-30,48,3,171707.38,158401.5,Proveedor B5,MUESTRA SINTÉTICA (no es dato real)
PROC-2018-01496,Gobierno Regional de Cusco,Adjudicación Simplificada,Bien,Bien para Cusco — paquete 46,Adjudicado,2022-03-11,2022-03-22,11,4,185489.26,185169.46,Proveedor R52,MUESTRA SINTÉTICA (no es dato real)
